;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
1225;Gondomar (São Cosme), Valbom e Jovim, Porto;347500.0;3.0;3.0;135.0;158.0;2.0;2.0;Not available;True;False;47.1;;True;True;True
1226;Gondomar (São Cosme), Valbom e Jovim, Porto;270000.0;2.0;2.0;95.0;112.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1227;Gondomar (São Cosme), Valbom e Jovim, Porto;365000.0;4.0;3.0;135.0;159.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1228;Gondomar (São Cosme), Valbom e Jovim, Porto;307500.0;3.0;2.0;110.0;129.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1229;Gondomar (São Cosme), Valbom e Jovim, Porto;307500.0;3.0;3.0;110.0;129.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1230;Gondomar (São Cosme), Valbom e Jovim, Porto;345000.0;3.0;3.0;135.0;158.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1231;Gondomar (São Cosme), Valbom e Jovim, Porto;262500.0;2.0;2.0;91.0;108.0;2.0;1.0;Not available;True;False;47.1;;True;True;True
1232;Gondomar (São Cosme), Valbom e Jovim, Porto;205000.0;2.0;3.0;72.0;86.0;2.0;0.0;Not available;True;False;47.1;;True;True;True
1233;Gondomar (São Cosme), Valbom e Jovim, Porto;367500.0;4.0;3.0;135.0;158.0;2.0;;Not available;True;False;47.1;;True;True;True
1234;Gondomar (São Cosme), Valbom e Jovim, Porto;310000.0;3.0;3.0;107.0;126.0;2.0;0.0;Not available;True;False;47.1;;True;True;True
1235;Gondomar (São Cosme), Valbom e Jovim, Porto;347500.0;3.0;3.0;135.0;158.0;2.0;0.0;Not available;True;False;47.1;;True;True;True
1236;Gondomar (São Cosme), Valbom e Jovim, Porto;245000.0;2.0;2.0;103.0;137.0;2.0;0.0;Not available;True;False;47.1;;True;True;True
1237;Santa Marinha e São Pedro da Afurada, Porto;198000.0;0.0;1.0;41.0;51.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1238;São Sebastião de Guerreiros, Loures;185000.0;2.0;1.0;75.0;94.0;0.0;;Not available;True;False;44.6;;False;False;False
1239;Carnaxide, Oeiras;495000.0;3.0;2.0;110.0;124.0;1.0;2.0;Energy Performance Certificate;False;False;46.5;5.610197989984755;False;False;False
1240;Santa Marinha e Afurada, Vila Nova de Gaia;198000.0;0.0;1.0;41.0;51.0;1.0;;Not available;True;False;46.8;4.89119145704773;True;True;False
1241;Campo de Ourique, Lisboa;370000.0;1.0;1.0;55.0;77.0;0.0;;Not available;True;True;44.8;10.281507683662497;True;True;False
1242;Laranjeiras Metro, Lisboa;820000.0;4.0;2.0;170.0;190.0;2.0;2.0;Energy Performance Certificate;False;True;44.8;11.893393441456054;True;True;False
1243;Largo da Paz, Lisboa;260000.0;1.0;1.0;44.0;50.0;0.0;;Not available;True;True;44.8;7.185666760033358;True;True;False
1244;Amial, Porto;190000.0;3.0;1.0;93.0;93.0;0.0;;Not available;True;False;47.0;6.241425648256122;True;True;True
1245;Hospital S. João, Maia;210000.0;1.0;1.0;46.0;;0.0;;Not available;True;False;45.5;;False;False;False
1246;Portela, Loures;399000.0;3.0;2.0;106.0;106.0;1.0;5.0;Energy Performance Certificate;False;False;44.6;18.37903601415385;False;False;False
1247;Santo Tirso, Santo Tirso;160000.0;2.0;1.0;96.0;96.0;2.0;3.0;Not available;False;False;49.5;27.103255278413656;False;False;False
1248;São Martinho, Ilha da Madeira;750000.0;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;;;False;False;False
1249;São Martinho, Ilha da Madeira;720000.0;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;;;False;False;False
1250;São Martinho, Ilha da Madeira;725000.0;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;;;False;False;False
1251;São Martinho, Ilha da Madeira;695000.0;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;;;False;False;False
1253;Venteira, Amadora;200000.0;2.0;1.0;66.0;78.0;0.0;;Not available;True;False;44.1;8.931660920362937;True;True;False
1254;Angra (São Pedro), Ilha Terceira;235000.0;3.0;1.0;;;0.0;;Not available;True;False;;;False;False;False
1255;Venteira, Lisboa;240875.0;3.0;2.0;70.0;97.0;0.0;;Not available;True;True;44.8;8.043986468943439;True;True;False
1256;Porto, Porto;162500.0;1.0;1.0;76.0;76.0;1.0;1.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1257;Algueirão-Mem Martins, Lisboa;165000.0;2.0;1.0;64.0;71.0;0.0;;Not available;True;True;44.8;;True;True;False
1258;Campolide, Lisboa;230000.0;1.0;1.0;30.0;36.0;0.0;1.0;Not available;True;True;44.8;10.866585593669791;True;True;False
1259;Fluvial, Porto;397000.0;2.0;1.0;90.0;94.0;0.0;;Not available;True;False;47.0;1.5893000574731893;True;True;True
1260;Valbom Zona 1, Gondomar;233000.0;2.0;2.0;;;0.0;;Not available;True;False;47.1;9.74755056971198;True;False;False
1261;Ermesinde, Porto;190000.0;3.0;2.0;88.0;99.0;1.0;1.0;Not available;True;False;47.0;12.607343989226592;True;True;True
1262;Rio Tinto, Gondomar;270000.0;2.0;2.0;85.0;;0.0;;Not available;True;False;47.1;9.7032781760626;True;False;False
1263;Seia, São Romão e Lapa dos Dinheiros, Guarda;90000.0;3.0;2.0;115.0;124.0;0.0;;Not available;True;False;49.6;;False;False;False
1264;Arcozelo, Braga;250000.0;2.0;2.0;125.0;125.0;1.0;2.0;Not available;True;False;44.4;14.17688461362767;False;True;False
1265;Arcozelo, Braga;205000.0;2.0;2.0;81.0;81.0;1.0;0.0;Not available;True;False;44.4;14.17688461362767;False;True;False
1266;Belém, Lisboa;610000.0;3.0;2.0;140.0;150.0;0.0;;Not available;True;True;44.8;;True;True;False
1267;Caldas da Rainha - Santo Onofre e Serra do Bouro, Leiria;149000.0;2.0;1.0;70.0;80.0;1.0;;Not available;True;False;48.4;21.94710115848317;False;False;False
1268;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;180000.0;1.0;1.0;62.0;66.0;1.0;2.0;Not available;False;False;48.5;;False;False;False
1269;Algueirão/Mem-Martins, Sintra;174000.0;2.0;1.0;76.0;92.0;0.0;;Not available;True;False;43.7;;False;False;False
1270;Arcozelo, Braga;185000.0;1.0;1.0;76.0;76.0;1.0;2.0;Not available;True;False;44.4;14.17688461362767;False;True;False
1271;Centro Saúde, Faro;215000.0;1.0;1.0;56.0;68.0;0.0;3.0;Energy Performance Certificate;False;False;45.7;;False;False;True
1272;Lourosa, Aveiro;155000.0;2.0;1.0;107.0;107.0;1.0;3.0;Energy Performance Certificate;False;False;45.5;8.327458957158518;False;False;True
1273;Pinhal Novo, Setúbal;186500.0;3.0;2.0;92.0;152.0;0.0;;Not available;True;False;46.6;;True;True;False
1274;Centro Estarreja, Estarreja;215000.0;3.0;2.0;123.0;147.0;2.0;1.0;Not available;True;False;48.0;28.88935912222664;False;False;False
1275;Fátima, Santarém;180000.0;3.0;2.0;127.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;;False;False;False
1276;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;175000.0;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;48.5;;False;False;False
1277;Lourosa, Aveiro;169000.0;2.0;2.0;100.0;100.0;1.0;0.0;Energy Performance Certificate;False;False;45.5;8.327458957158518;False;False;True
1278;Costa da Caparica, Setúbal;179000.0;1.0;1.0;56.0;58.0;0.0;;Not available;True;False;46.6;;True;True;True
1279;Polo Universitário, Porto;245000.0;1.0;1.0;40.0;;0.0;;Not available;True;False;47.0;;True;True;True
1280;Pombal, Leiria;250000.0;2.0;2.0;101.0;182.0;1.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1281;Pombal, Leiria;225000.0;2.0;2.0;105.0;137.0;1.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1282;Pombal, Leiria;277500.0;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1283;Pombal, Leiria;272500.0;3.0;2.0;113.0;159.0;1.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1284;Pombal, Leiria;205000.0;2.0;2.0;88.0;117.0;1.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1285;Pombal, Leiria;282500.0;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1286;Pombal, Leiria;287500.0;3.0;2.0;113.0;164.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1287;Pombal, Leiria;215000.0;2.0;2.0;88.0;117.0;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1288;Pombal, Leiria;330000.0;3.0;2.0;115.0;219.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1289;Pombal, Leiria;330000.0;3.0;2.0;113.0;216.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1290;Pombal, Leiria;325000.0;3.0;2.0;113.0;213.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1292;Pombal, Leiria;315000.0;3.0;2.0;118.0;219.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1293;Pombal, Leiria;287500.0;3.0;2.0;115.0;166.0;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1294;Pombal, Leiria;282500.0;3.0;2.0;113.0;161.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1295;Pombal, Leiria;330000.0;3.0;1.0;114.0;;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1296;Pombal, Leiria;310000.0;3.0;2.0;113.0;221.0;2.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1297;Pombal, Leiria;330000.0;3.0;1.0;114.0;;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1298;QUINTA DO BATATEIRO, Seixal;266000.0;4.0;2.0;126.0;138.0;0.0;;Not available;True;False;44.9;9.717977480367992;False;False;False
1299;Corroios, Setúbal;199000.0;2.0;1.0;81.0;90.0;0.0;3.0;Not available;True;False;46.6;;True;True;False
1300;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;120000.0;0.0;1.0;26.0;28.0;0.0;;Not available;True;True;44.8;;True;True;False
1301;Penafiel, Porto;162500.0;2.0;1.0;138.0;106.0;0.0;;Not available;True;False;47.0;32.80733451586997;True;True;True
1302;Vila de Cucujães, Aveiro;140000.0;3.0;2.0;120.0;169.0;1.0;;Not available;True;False;45.5;;False;False;True
1304;Vila do Conde, Porto;586000.0;2.0;3.0;109.0;109.0;2.0;2.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1305;Castelo, Vila do Conde;378000.0;1.0;2.0;69.0;69.0;1.0;2.0;Not available;True;False;45.7;18.041941849848865;False;False;False
1306;Vila do Conde, Porto;884000.0;3.0;4.0;154.0;154.0;2.0;2.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1307;Mafamude e Vilar do Paraíso, Porto;348000.0;4.0;3.0;184.0;217.0;2.0;5.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1308;Laranjeiro e Feijó, Setúbal;220000.0;3.0;2.0;90.0;130.0;0.0;;Not available;True;False;46.6;;True;True;False
1309;Olaias, Lisboa;467000.0;3.0;2.0;101.0;101.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;14.242667463776488;True;True;False
1310;Fânzeres e São Pedro da Cova, Porto;212000.0;2.0;2.0;87.0;109.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1311;Fânzeres e São Pedro da Cova, Porto;208000.0;2.0;2.0;87.0;109.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
1312;Fânzeres e São Pedro da Cova, Porto;204500.0;2.0;2.0;87.0;109.0;1.0;0.0;Not available;True;False;47.0;;True;True;True
1313;Seia, São Romão e Lapa dos Dinheiros, Guarda;67000.0;3.0;2.0;145.0;152.0;0.0;;Not available;True;False;49.6;;False;False;False
1314;Vila do Conde, Porto;581000.0;2.0;3.0;109.0;109.0;2.0;1.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1315;Vila do Conde, Porto;836000.0;3.0;4.0;154.0;154.0;2.0;1.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1316;Vila do Conde, Porto;516000.0;2.0;3.0;109.0;109.0;2.0;0.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1317;Casal do Marco, Seixal;299500.0;3.0;2.0;126.0;147.0;1.0;1.0;Not available;True;False;44.9;12.855629021681242;False;False;False
1318;Vila do Conde, Porto;446000.0;1.0;2.0;91.0;91.0;1.0;0.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1319;Alhos Vedros, Setúbal;152000.0;2.0;1.0;74.0;85.0;0.0;;Not available;True;False;46.6;;True;True;False
1320;Azurém, Braga;151000.0;1.0;1.0;53.0;60.0;1.0;2.0;Not available;True;False;44.4;;False;True;False
1321;Vila do Conde, Porto;372000.0;1.0;2.0;75.0;75.0;1.0;0.0;Not available;True;False;47.0;18.041941849848865;True;True;True
1322;Pampilhosa, Mealhada;195000.0;2.0;2.0;102.0;115.0;1.0;2.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1323;Torre da Marinha, Seixal;172500.0;2.0;1.0;60.0;65.0;0.0;;Not available;True;False;44.9;11.683840374474547;False;False;False
1324;Centro Oliveira do Bairro, Oliveira do Bairro;105000.0;1.0;1.0;45.0;52.0;1.0;2.0;Energy Performance Certificate;False;False;46.1;50.6015653946215;False;False;False
1325;Ferrel, Peniche;198000.0;1.0;1.0;48.0;66.0;1.0;0.0;Not available;True;False;47.9;5.698716829153544;False;False;True
1326;Valbom Zona 1, Gondomar;175000.0;2.0;1.0;;;0.0;;Not available;True;False;47.1;9.74755056971198;True;False;False
1327;Pampilhosa, Mealhada;265000.0;3.0;2.0;123.0;142.0;1.0;2.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1328;Olivais Sul, Lisboa;350000.0;2.0;1.0;90.0;90.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1329;Vialonga, Lisboa;320000.0;3.0;2.0;119.0;130.0;2.0;1.0;Energy Performance Certificate;False;True;44.8;26.867872407278217;True;True;False
1330;Pampilhosa, Mealhada;195000.0;3.0;3.0;132.0;151.0;1.0;1.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1331;Alto do Moinho, Seixal;149900.0;2.0;1.0;70.0;82.0;0.0;;Not available;True;False;44.9;11.806414752230276;False;False;False
1332;Moncarapacho e Fuseta, Faro;257000.0;2.0;2.0;74.0;92.0;1.0;1.0;Not available;True;False;45.7;66.48155661272949;False;False;True
1334;Pampilhosa, Mealhada;175000.0;2.0;2.0;102.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1335;Malveira - 8 Encantos, Mafra;375000.0;4.0;3.0;168.0;188.0;1.0;2.0;Energy Performance Certificate;False;False;43.8;20.251576795931044;False;False;False
1336;Mafra Periferia, Mafra;315000.0;2.0;1.0;100.0;122.0;0.0;;Not available;True;False;43.8;16.3072687957958;False;False;False
1337;Pampilhosa, Mealhada;195000.0;3.0;2.0;123.0;142.0;1.0;1.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1338;Ajuda, Lisboa;398000.0;2.0;1.0;;;0.0;;Not available;True;True;44.8;8.01873198559227;True;True;False
1339;Pampilhosa, Mealhada;195000.0;3.0;3.0;132.0;151.0;1.0;0.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1340;Paços de Brandão, Aveiro;160000.0;3.0;2.0;105.0;105.0;1.0;1.0;Energy Performance Certificate;False;False;45.5;;False;False;True
1341;Pampilhosa, Mealhada;175000.0;2.0;2.0;89.0;118.0;1.0;0.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1342;Areeiro, Loulé;290000.0;3.0;2.0;115.0;125.0;0.0;;Not available;True;False;46.9;;False;False;False
1343;Pampilhosa, Mealhada;195000.0;3.0;2.0;121.0;142.0;1.0;0.0;Energy Performance Certificate;False;False;49.3;43.5060658417184;False;False;False
1344;Alhos Vedros, Setúbal;139000.0;4.0;2.0;110.0;120.0;0.0;;Not available;True;False;46.6;;True;True;False
1345;Campo dos Leões, Santarém;150000.0;3.0;2.0;87.0;87.0;0.0;;Not available;True;False;48.3;;False;False;False
1346;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;60000.0;4.0;1.0;81.0;81.0;0.0;;Not available;True;False;52.8;;False;False;False
1347;Povoa de Santa Iria  e Forte da Casa, Vila Franca , Vila Franca de Xira;390000.0;4.0;3.0;182.0;182.0;3.0;3.0;Energy Performance Certificate;False;False;44.1;26.96692469025053;False;False;False
1348;Lumiar, Lisboa;249000.0;2.0;2.0;55.0;55.0;0.0;;Not available;True;True;44.8;13.776681240787086;True;True;False
1349;Santa Maria Maior, Vila Real;120000.0;2.0;2.0;95.0;111.0;0.0;;Not available;True;False;48.5;111.03437456662984;False;False;False
1350;ENTC - LIDL, Entroncamento;365000.0;3.0;2.0;132.0;132.0;1.0;3.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1351;ENTC - LIDL, Entroncamento;325000.0;3.0;2.0;127.0;127.0;2.0;3.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1352;Nossa Senhora de Fátima, Santarém;335000.0;3.0;2.0;127.0;127.0;1.0;3.0;Not available;True;False;48.3;;False;False;False
1353;ENTC - LIDL, Entroncamento;350000.0;3.0;2.0;144.0;144.0;1.0;3.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1354;ENTC - LIDL, Entroncamento;290000.0;3.0;2.0;137.0;137.0;1.0;2.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1355;ENTC - LIDL, Entroncamento;290000.0;3.0;2.0;137.0;137.0;1.0;2.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1356;Pombal, Leiria;205000.0;2.0;1.0;94.0;;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1357;ENTC - LIDL, Entroncamento;270000.0;3.0;2.0;129.0;129.0;1.0;2.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1358;Santa Marinha e São Pedro da Afurada, Porto;170000.0;0.0;1.0;34.0;56.0;1.0;1.0;Not available;False;False;47.0;;True;True;True
1359;Pombal, Leiria;272500.0;3.0;1.0;;;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1360;ENTC - LIDL, Entroncamento;280000.0;3.0;2.0;129.0;129.0;1.0;2.0;Not available;True;False;45.5;77.60922984936234;False;False;False
1361;Pombal, Leiria;230000.0;2.0;2.0;105.0;137.0;1.0;0.0;Energy Performance Certificate;False;False;46.4;35.11267563278928;False;False;False
1362;Pombal, Leiria;240000.0;2.0;2.0;101.0;180.0;1.0;0.0;Not available;True;False;46.4;35.11267563278928;False;False;False
1363;ENTC - LIDL, Entroncamento;285000.0;3.0;2.0;147.0;147.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1364;Pombal, Leiria;275000.0;3.0;2.0;118.0;177.0;2.0;0.0;Energy Performance Certificate;False;False;46.4;35.11267563278928;False;False;False
1365;ENTC - LIDL, Entroncamento;290000.0;3.0;2.0;147.0;147.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1366;ENTC - LIDL, Entroncamento;280000.0;3.0;2.0;137.0;137.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1367;ENTC - LIDL, Entroncamento;240000.0;3.0;2.0;129.0;129.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1368;ENTC - LIDL, Entroncamento;270000.0;3.0;2.0;129.0;129.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1370;Ermesinde, Porto;167500.0;2.0;1.0;70.0;74.0;1.0;2.0;Energy Performance Certificate;False;False;47.0;12.607343989226592;True;True;True
1371;Monte Gordo, Vila Real de Santo António;149000.0;1.0;1.0;43.0;45.0;0.0;;Not available;True;False;48.5;;False;False;False
1372;ENTC - LIDL, Entroncamento;275000.0;3.0;2.0;147.0;147.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1373;Leiria, Pousos, Barreira e Cortes, Leiria;275000.0;3.0;3.0;160.0;201.0;2.0;4.0;Energy Performance Certificate;False;False;46.4;47.64125431456651;False;False;False
1374;ENTC - LIDL, Entroncamento;280000.0;3.0;2.0;147.0;147.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1375;Leiria, Pousos, Barreira e Cortes, Leiria;260000.0;3.0;3.0;122.0;172.0;2.0;3.0;Energy Performance Certificate;False;False;46.4;47.64125431456651;False;False;False
1376;Leiria, Pousos, Barreira e Cortes, Leiria;257000.0;3.0;3.0;122.0;164.0;1.0;2.0;Energy Performance Certificate;False;False;46.4;47.64125431456651;False;False;False
1377;Leiria, Pousos, Barreira e Cortes, Leiria;255000.0;3.0;3.0;122.0;164.0;1.0;1.0;Energy Performance Certificate;False;False;46.4;47.64125431456651;False;False;False
1378;ENTC - LIDL, Entroncamento;260000.0;3.0;2.0;126.0;126.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1379;ENTC - LIDL, Entroncamento;260000.0;3.0;2.0;126.0;126.0;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1380;Alboi, Aveiro;235000.0;1.0;2.0;52.0;;0.0;;Not available;True;False;45.5;40.87686989088378;False;False;True
1382;Ramalde, Porto;206000.0;3.0;2.0;105.0;;0.0;;Not available;True;False;47.0;3.872775852424896;True;True;True
1383;ENTC - LIDL, Entroncamento;260000.0;3.0;2.0;129.0;;0.0;;Not available;True;False;45.5;77.60922984936234;False;False;False
1385;Peniche, Peniche;180000.0;2.0;1.0;88.0;116.0;1.0;2.0;Energy Performance Certificate;False;False;47.9;4.690487960994953;False;False;True
1386;ENTC - LIDL, Entroncamento;275000.0;3.0;2.0;147.0;147.0;1.0;0.0;Not available;True;False;45.5;77.60922984936234;False;False;False
