Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
Quarteira, Faro;260.000;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;45,7;38.86920377587499;False;False;True
Portimão, Faro;355.000;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;45,7;;False;False;True
Corujeira, Porto;288.900;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;47;7.664202598069662;True;True;True
Corujeira, Porto;255.900;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;47;7.664202598069662;True;True;True
SJM 4, São João da Madeira;290.000;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;47;;False;False;False
Sé, Santa Maria e Meixedo, Bragança;139.000;3.0;2.0;;;;;Not available;True;False;44,4;;False;True;False
Portela, Loures;350.000;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;44,6;18.37903601415385;False;False;False
Imaculado Coração de Maria, Ilha da Madeira;305.000;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;;;False;False;False
Loures, Loures;264.000;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;44,6;18.34297673814834;False;False;False
Lumiar, Lisboa;549.000;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;44,8;13.776681240787086;True;True;False
Corujeira, Porto;288.000;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;47;7.664202598069662;True;True;True
Madragoa, Lisboa, Lisboa;225.000;1.0;1.0;26.0;26.0;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Corujeira, Porto;255.255;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;47;7.664202598069662;True;True;True
Campanhã, Porto;394.000;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;47;;True;True;True
Areeiro, Lisboa;330.000;4.0;2.0;109.0;109.0;;;Not available;True;True;44,8;14.051324664085923;True;True;False
Corujeira, Porto;402.000;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;47;7.664202598069662;True;True;True
Valpaços e Sanfins, Vila Real;103.000;3.0;2.0;80.0;95.0;;;Not available;True;False;59,8;;False;False;False
Corujeira, Porto;272.500;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;47;7.664202598069662;True;True;True
Olivais Sul, Lisboa;550.000;5.0;2.0;165.0;165.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Corujeira, Porto;255.000;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;47;7.664202598069662;True;True;True
Corujeira, Porto;390.000;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;47;7.664202598069662;True;True;True
Recardães e Espinhel, Aveiro;170.000;3.0;2.0;130.0;139.0;;;Not available;True;False;45,5;;False;False;True
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;48,3;;False;False;False
Feijó, Almada;199.500;2.0;1.0;75.0;85.0;;;Not available;True;False;46,3;;True;False;False
Areeiro, Lisboa;210.000;1.0;1.0;35.0;37.0;;;Not available;True;True;44,8;14.051324664085923;True;True;False
Casa Branca, Funchal;200.000;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;48;912.6744738228882;False;True;False
Monserrate, Viana do Castelo;199.000;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;48,8;0.0;False;False;True
Arcozelo, Braga;Under Consultation;3.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;False;44,4;14.17688461362767;False;True;False
Monte Verde, Tavira;195.000;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;51,2;79.19533607152272;False;False;True
Serra de Carnaxide, Oeiras;480.000;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;46,5;5.610197989984755;False;False;False
Vila Nova de Famalicão e Calendário, Braga;188.500;3.0;3.0;128.0;128.0;;;Not available;True;False;44,4;;False;True;False
Águas Belas, Santarém;107.000;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;48,3;;False;False;False
Fundão, Fundão;Under Consultation;2.0;1.0;66.0;86.0;;;Not available;True;False;53,6;;False;False;False
S. Miguel, Ovar;105.000;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;47,1;16.459914214864654;False;False;False
Arca d´ Água, Porto;330.000;3.0;3.0;136.0;145.0;;;Not available;True;False;47;;True;True;True
Lumiar, Lisboa;298.000;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;44,8;13.776681240787086;True;True;False
Sesmarias, Portimão;377.500;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;45,5;;False;False;True
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120.000;2.0;1.0;70.0;70.0;;;Not available;True;False;52,8;;False;False;False
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;175.000;1.0;1.0;47.0;56.0;1.0;2.0;Energy Performance Certificate;False;False;46,3;;False;True;False
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;119.000;2.0;1.0;80.0;80.0;;;Not available;True;False;52,8;;False;False;False
Nogueira, Fraião e Lamaçães, Braga;460.000;6.0;3.0;240.0;296.0;2.0;1.0;Not available;True;False;44,4;;False;True;False
Caparica, Almada;345.000;3.0;2.0;99.0;102.0;1.0;2.0;Not available;True;False;46,3;3.146367539271532;True;False;False
Faro (Sé e São Pedro), Faro;210.000;2.0;1.0;70.0;97.0;;;Not available;True;False;45,7;;False;False;True
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;410.000;2.0;2.0;120.0;134.0;;;Not available;True;True;44,8;;True;True;False
Camarate, Unhos e Apelação, Lisboa;55.000;4.0;2.0;75.0;75.0;;;Not available;True;True;44,8;;True;True;False
Real, Ataíde e Oliveira, Porto;169.000;3.0;2.0;123.0;123.0;3.0;2.0;Not available;True;False;47;;True;True;True
Pinhal Novo, Setúbal;175.800;2.0;1.0;88.0;94.0;;;Not available;True;False;46,6;;True;True;False
Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;159.0;2.0;2.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;2.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;270.000;2.0;2.0;95.0;112.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;365.000;4.0;3.0;135.0;159.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;2.0;110.0;129.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;3.0;110.0;129.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;345.000;3.0;3.0;135.0;158.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;262.500;2.0;2.0;91.0;108.0;2.0;1.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;205.000;2.0;3.0;72.0;86.0;2.0;0.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;158.0;2.0;;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;107.0;126.0;2.0;0.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;0.0;Not available;True;False;47,1;;True;True;True
Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;0.0;Not available;True;False;47,1;;True;True;True
Santa Marinha e São Pedro da Afurada, Porto;198.000;0.0;1.0;41.0;51.0;1.0;3.0;Not available;True;False;47;;True;True;True
São Sebastião de Guerreiros, Loures;185.000;2.0;1.0;75.0;94.0;;;Not available;True;False;44,6;;False;False;False
Carnaxide, Oeiras;495.000;3.0;2.0;110.0;124.0;1.0;2.0;Energy Performance Certificate;False;False;46,5;5.610197989984755;False;False;False
Santa Marinha e Afurada, Vila Nova de Gaia;198.000;0.0;1.0;41.0;51.0;1.0;;Not available;True;False;46,8;4.89119145704773;True;True;False
Campo de Ourique, Lisboa;370.000;1.0;1.0;55.0;77.0;;;Not available;True;True;44,8;10.281507683662497;True;True;False
Laranjeiras Metro, Lisboa;820.000;4.0;2.0;170.0;190.0;2.0;2.0;Energy Performance Certificate;False;True;44,8;11.893393441456054;True;True;False
Largo da Paz, Lisboa;260.000;1.0;1.0;44.0;50.0;;;Not available;True;True;44,8;7.185666760033358;True;True;False
Amial, Porto;190.000;3.0;1.0;93.0;93.0;;;Not available;True;False;47;6.241425648256122;True;True;True
Hospital S. João, Maia;210.000;1.0;1.0;46.0;;;;Not available;True;False;45,5;;False;False;False
Portela, Loures;399.000;3.0;2.0;106.0;106.0;1.0;5.0;Energy Performance Certificate;False;False;44,6;18.37903601415385;False;False;False
Santo Tirso, Santo Tirso;160.000;2.0;1.0;96.0;96.0;2.0;3.0;Not available;False;False;49,5;27.103255278413656;False;False;False
São Martinho, Ilha da Madeira;750.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;720.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;725.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;695.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;;;False;False;False
Pero Negro, Sobral de Monte Agraço;110.000;;;;;;;Not available;True;False;44,4;;False;False;False
Venteira, Amadora;200.000;2.0;1.0;66.0;78.0;;;Not available;True;False;44,1;8.931660920362937;True;True;False
Angra (São Pedro), Ilha Terceira;235.000;3.0;1.0;;;;;Not available;True;False;;;False;False;False
Venteira, Lisboa;240.875;3.0;2.0;70.0;97.0;;;Not available;True;True;44,8;8.043986468943439;True;True;False
Porto, Porto;162.500;1.0;1.0;76.0;76.0;1.0;1.0;Not available;True;False;47;3.872775852424896;True;True;True
Algueirão-Mem Martins, Lisboa;165.000;2.0;1.0;64.0;71.0;0.0;;Not available;True;True;44,8;;True;True;False
Campolide, Lisboa;230.000;1.0;1.0;30.0;36.0;0.0;1.0;Not available;True;True;44,8;10.866585593669791;True;True;False
Fluvial, Porto;397.000;2.0;1.0;90.0;94.0;;;Not available;True;False;47;1.5893000574731893;True;True;True
Valbom Zona 1, Gondomar;233.000;2.0;2.0;;;;;Not available;True;False;47,1;9.74755056971198;True;False;False
Ermesinde, Porto;190.000;3.0;2.0;88.0;99.0;1.0;1.0;Not available;True;False;47;12.607343989226592;True;True;True
Rio Tinto, Gondomar;270.000;2.0;2.0;85.0;;;;Not available;True;False;47,1;9.7032781760626;True;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;90.000;3.0;2.0;115.0;124.0;;;Not available;True;False;49,6;;False;False;False
Arcozelo, Braga;250.000;2.0;2.0;125.0;125.0;1.0;2.0;Not available;True;False;44,4;14.17688461362767;False;True;False
Arcozelo, Braga;205.000;2.0;2.0;81.0;81.0;1.0;0.0;Not available;True;False;44,4;14.17688461362767;False;True;False
Belém, Lisboa;610.000;3.0;2.0;140.0;150.0;;;Not available;True;True;44,8;;True;True;False
Caldas da Rainha - Santo Onofre e Serra do Bouro, Leiria;149.000;2.0;1.0;70.0;80.0;1.0;;Not available;True;False;48,4;21.94710115848317;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;180.000;1.0;1.0;62.0;66.0;1.0;2.0;Not available;False;False;48,5;;False;False;False
Algueirão/Mem-Martins, Sintra;174.000;2.0;1.0;76.0;92.0;;;Not available;True;False;43,7;;False;False;False
Arcozelo, Braga;185.000;1.0;1.0;76.0;76.0;1.0;2.0;Not available;True;False;44,4;14.17688461362767;False;True;False
Centro Saúde, Faro;215.000;1.0;1.0;56.0;68.0;0.0;3.0;Energy Performance Certificate;False;False;45,7;;False;False;True
Lourosa, Aveiro;155.000;2.0;1.0;107.0;107.0;1.0;3.0;Energy Performance Certificate;False;False;45,5;8.327458957158518;False;False;True
Pinhal Novo, Setúbal;186.500;3.0;2.0;92.0;152.0;;;Not available;True;False;46,6;;True;True;False
Centro Estarreja, Estarreja;215.000;3.0;2.0;123.0;147.0;2.0;1.0;Not available;True;False;48;28.88935912222664;False;False;False
Fátima, Santarém;180.000;3.0;2.0;127.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;48,3;;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;175.000;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;48,5;;False;False;False
Lourosa, Aveiro;169.000;2.0;2.0;100.0;100.0;1.0;0.0;Energy Performance Certificate;False;False;45,5;8.327458957158518;False;False;True
Costa da Caparica, Setúbal;179.000;1.0;1.0;56.0;58.0;;;Not available;True;False;46,6;;True;True;True
Polo Universitário, Porto;245.000;1.0;1.0;40.0;;;;Not available;True;False;47;;True;True;True
Pombal, Leiria;250.000;2.0;2.0;101.0;182.0;1.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;225.000;2.0;2.0;105.0;137.0;1.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;277.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;272.500;3.0;2.0;113.0;159.0;1.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;205.000;2.0;2.0;88.0;117.0;1.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;282.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;287.500;3.0;2.0;113.0;164.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;215.000;2.0;2.0;88.0;117.0;;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;330.000;3.0;2.0;115.0;219.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;330.000;3.0;2.0;113.0;216.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;325.000;3.0;2.0;113.0;213.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;Under Consultation;2.0;2.0;90.0;120.0;1.0;4.0;Not available;False;True;44,8;;True;True;False
Pombal, Leiria;315.000;3.0;2.0;118.0;219.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;287.500;3.0;2.0;115.0;166.0;;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;282.500;3.0;2.0;113.0;161.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;310.000;3.0;2.0;113.0;221.0;2.0;;Not available;True;False;46,4;35.11267563278928;False;False;False
Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;46,4;35.11267563278928;False;False;False
QUINTA DO BATATEIRO, Seixal;266.000;4.0;2.0;126.0;138.0;;;Not available;True;False;44,9;9.717977480367992;False;False;False
Corroios, Setúbal;199.000;2.0;1.0;81.0;90.0;0.0;3.0;Not available;True;False;46,6;;True;True;False
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;120.000;0.0;1.0;26.0;28.0;;;Not available;True;True;44,8;;True;True;False
Penafiel, Porto;162.500;2.0;1.0;138.0;106.0;;;Not available;True;False;47;32.80733451586997;True;True;True
Vila de Cucujães, Aveiro;140.000;3.0;2.0;120.0;169.0;1.0;;Not available;True;False;45,5;;False;False;True
Odivelas, Lisboa;Under Consultation;2.0;1.0;80.0;100.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;14.328217649455674;True;True;False
Vila do Conde, Porto;586.000;2.0;3.0;109.0;109.0;2.0;2.0;Not available;True;False;47;18.041941849848865;True;True;True
Castelo, Vila do Conde;378.000;1.0;2.0;69.0;69.0;1.0;2.0;Not available;True;False;45,7;18.041941849848865;False;False;False
Vila do Conde, Porto;884.000;3.0;4.0;154.0;154.0;2.0;2.0;Not available;True;False;47;18.041941849848865;True;True;True
Mafamude e Vilar do Paraíso, Porto;348.000;4.0;3.0;184.0;217.0;2.0;5.0;Energy Performance Certificate;False;False;47;;True;True;True
Laranjeiro e Feijó, Setúbal;220.000;3.0;2.0;90.0;130.0;;;Not available;True;False;46,6;;True;True;False
Olaias, Lisboa;467.000;3.0;2.0;101.0;101.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;14.242667463776488;True;True;False
Fânzeres e São Pedro da Cova, Porto;212.000;2.0;2.0;87.0;109.0;1.0;3.0;Not available;True;False;47;;True;True;True
Fânzeres e São Pedro da Cova, Porto;208.000;2.0;2.0;87.0;109.0;1.0;1.0;Not available;True;False;47;;True;True;True
Fânzeres e São Pedro da Cova, Porto;204.500;2.0;2.0;87.0;109.0;1.0;0.0;Not available;True;False;47;;True;True;True
Seia, São Romão e Lapa dos Dinheiros, Guarda;67.000;3.0;2.0;145.0;152.0;;;Not available;True;False;49,6;;False;False;False
Vila do Conde, Porto;581.000;2.0;3.0;109.0;109.0;2.0;1.0;Not available;True;False;47;18.041941849848865;True;True;True
Vila do Conde, Porto;836.000;3.0;4.0;154.0;154.0;2.0;1.0;Not available;True;False;47;18.041941849848865;True;True;True
Vila do Conde, Porto;516.000;2.0;3.0;109.0;109.0;2.0;0.0;Not available;True;False;47;18.041941849848865;True;True;True
Casal do Marco, Seixal;299.500;3.0;2.0;126.0;147.0;1.0;1.0;Not available;True;False;44,9;12.855629021681242;False;False;False
Vila do Conde, Porto;446.000;1.0;2.0;91.0;91.0;1.0;0.0;Not available;True;False;47;18.041941849848865;True;True;True
Alhos Vedros, Setúbal;152.000;2.0;1.0;74.0;85.0;;;Not available;True;False;46,6;;True;True;False
Azurém, Braga;151.000;1.0;1.0;53.0;60.0;1.0;2.0;Not available;True;False;44,4;;False;True;False
Vila do Conde, Porto;372.000;1.0;2.0;75.0;75.0;1.0;0.0;Not available;True;False;47;18.041941849848865;True;True;True
Pampilhosa, Mealhada;195.000;2.0;2.0;102.0;115.0;1.0;2.0;Energy Performance Certificate;False;False;49,3;43.5060658417184;False;False;False
Torre da Marinha, Seixal;172.500;2.0;1.0;60.0;65.0;;;Not available;True;False;44,9;11.683840374474547;False;False;False
Centro Oliveira do Bairro, Oliveira do Bairro;105.000;1.0;1.0;45.0;52.0;1.0;2.0;Energy Performance Certificate;False;False;46,1;50.6015653946215;False;False;False
Ferrel, Peniche;198.000;1.0;1.0;48.0;66.0;1.0;0.0;Not available;True;False;47,9;5.698716829153544;False;False;True
Valbom Zona 1, Gondomar;175.000;2.0;1.0;;;;;Not available;True;False;47,1;9.74755056971198;True;False;False
Pampilhosa, Mealhada;265.000;3.0;2.0;123.0;142.0;1.0;2.0;Energy Performance Certificate;False;False;49,3;43.5060658417184;False;False;False
Olivais Sul, Lisboa;350.000;2.0;1.0;90.0;90.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Vialonga, Lisboa;320.000;3.0;2.0;119.0;130.0;2.0;1.0;Energy Performance Certificate;False;True;44,8;26.867872407278217;True;True;False
Pampilhosa, Mealhada;195.000;3.0;3.0;132.0;151.0;1.0;1.0;Energy Performance Certificate;False;False;49,3;43.5060658417184;False;False;False
Alto do Moinho, Seixal;149.900;2.0;1.0;70.0;82.0;;;Not available;True;False;44,9;11.806414752230276;False;False;False
Moncarapacho e Fuseta, Faro;257.000;2.0;2.0;74.0;92.0;1.0;1.0;Not available;True;False;45,7;66.48155661272949;False;False;True
