Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120.000;2.0;1.0;70.0;70.0;;;Not available;True;False;False;False;False;52,8
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;175.000;1.0;1.0;47.0;56.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;46,3
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;119.000;2.0;1.0;80.0;80.0;;;Not available;True;False;False;False;False;52,8
Nogueira, Fraião e Lamaçães, Braga;460.000;6.0;3.0;240.0;296.0;2.0;1.0;Not available;True;False;False;True;False;44,4
Caparica, Almada;345.000;3.0;2.0;99.0;102.0;1.0;2.0;Not available;True;False;True;False;False;46,3
Faro (Sé e São Pedro), Faro;210.000;2.0;1.0;70.0;97.0;;;Not available;True;False;False;False;True;45,7
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;410.000;2.0;2.0;120.0;134.0;;;Not available;True;True;True;True;False;44,8
Camarate, Unhos e Apelação, Lisboa;55.000;4.0;2.0;75.0;75.0;;;Not available;True;True;True;True;False;44,8
Real, Ataíde e Oliveira, Porto;169.000;3.0;2.0;123.0;123.0;3.0;2.0;Not available;True;False;True;True;True;47
Pinhal Novo, Setúbal;175.800;2.0;1.0;88.0;94.0;;;Not available;True;False;True;True;False;46,6
Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;159.0;2.0;2.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;2.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;270.000;2.0;2.0;95.0;112.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;365.000;4.0;3.0;135.0;159.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;2.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;3.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;345.000;3.0;3.0;135.0;158.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;262.500;2.0;2.0;91.0;108.0;2.0;1.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;205.000;2.0;3.0;72.0;86.0;2.0;0.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;158.0;2.0;;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;107.0;126.0;2.0;0.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;0.0;Not available;True;False;True;True;True;47,1
Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;0.0;Not available;True;False;True;True;True;47,1
Santa Marinha e São Pedro da Afurada, Porto;198.000;0.0;1.0;41.0;51.0;1.0;3.0;Not available;True;False;True;True;True;47
São Sebastião de Guerreiros, Loures;185.000;2.0;1.0;75.0;94.0;;;Not available;True;False;False;False;False;44,6
Carnaxide, Oeiras;495.000;3.0;2.0;110.0;124.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,5
Santa Marinha e Afurada, Vila Nova de Gaia;198.000;0.0;1.0;41.0;51.0;1.0;;Not available;True;False;True;True;False;46,8
Campo de Ourique, Lisboa;370.000;1.0;1.0;55.0;77.0;;;Not available;True;True;True;True;False;44,8
Laranjeiras Metro, Lisboa;820.000;4.0;2.0;170.0;190.0;2.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8
Largo da Paz, Lisboa;260.000;1.0;1.0;44.0;50.0;;;Not available;True;True;True;True;False;44,8
Amial, Porto;190.000;3.0;1.0;93.0;93.0;;;Not available;True;False;True;True;True;47
Hospital S. João, Maia;210.000;1.0;1.0;46.0;;;;Not available;True;False;False;False;False;45,5
Portela, Loures;399.000;3.0;2.0;106.0;106.0;1.0;5.0;Energy Performance Certificate;False;False;False;False;False;44,6
Santo Tirso, Santo Tirso;160.000;2.0;1.0;96.0;96.0;2.0;3.0;Not available;False;False;False;False;False;49,5
São Martinho, Ilha da Madeira;750.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;False;
São Martinho, Ilha da Madeira;720.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;False;
São Martinho, Ilha da Madeira;725.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;False;
São Martinho, Ilha da Madeira;695.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;False;
Pero Negro, Sobral de Monte Agraço;110.000;;;;;;;Not available;True;False;False;False;False;44,4
Venteira, Amadora;200.000;2.0;1.0;66.0;78.0;;;Not available;True;False;True;True;False;44,1
Angra (São Pedro), Ilha Terceira;235.000;3.0;1.0;;;;;Not available;True;False;False;False;False;
Venteira, Lisboa;240.875;3.0;2.0;70.0;97.0;;;Not available;True;True;True;True;False;44,8
Porto, Porto;162.500;1.0;1.0;76.0;76.0;1.0;1.0;Not available;True;False;True;True;True;47
Algueirão-Mem Martins, Lisboa;165.000;2.0;1.0;64.0;71.0;0.0;;Not available;True;True;True;True;False;44,8
Campolide, Lisboa;230.000;1.0;1.0;30.0;36.0;0.0;1.0;Not available;True;True;True;True;False;44,8
Fluvial, Porto;397.000;2.0;1.0;90.0;94.0;;;Not available;True;False;True;True;True;47
Valbom Zona 1, Gondomar;233.000;2.0;2.0;;;;;Not available;True;False;True;False;False;47,1
Ermesinde, Porto;190.000;3.0;2.0;88.0;99.0;1.0;1.0;Not available;True;False;True;True;True;47
Rio Tinto, Gondomar;270.000;2.0;2.0;85.0;;;;Not available;True;False;True;False;False;47,1
Seia, São Romão e Lapa dos Dinheiros, Guarda;90.000;3.0;2.0;115.0;124.0;;;Not available;True;False;False;False;False;49,6
Arcozelo, Braga;250.000;2.0;2.0;125.0;125.0;1.0;2.0;Not available;True;False;False;True;False;44,4
Arcozelo, Braga;205.000;2.0;2.0;81.0;81.0;1.0;0.0;Not available;True;False;False;True;False;44,4
Belém, Lisboa;610.000;3.0;2.0;140.0;150.0;;;Not available;True;True;True;True;False;44,8
Caldas da Rainha - Santo Onofre e Serra do Bouro, Leiria;149.000;2.0;1.0;70.0;80.0;1.0;;Not available;True;False;False;False;False;48,4
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;180.000;1.0;1.0;62.0;66.0;1.0;2.0;Not available;False;False;False;False;False;48,5
Algueirão/Mem-Martins, Sintra;174.000;2.0;1.0;76.0;92.0;;;Not available;True;False;False;False;False;43,7
Arcozelo, Braga;185.000;1.0;1.0;76.0;76.0;1.0;2.0;Not available;True;False;False;True;False;44,4
Centro Saúde, Faro;215.000;1.0;1.0;56.0;68.0;0.0;3.0;Energy Performance Certificate;False;False;False;False;True;45,7
Lourosa, Aveiro;155.000;2.0;1.0;107.0;107.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;45,5
Pinhal Novo, Setúbal;186.500;3.0;2.0;92.0;152.0;;;Not available;True;False;True;True;False;46,6
Centro Estarreja, Estarreja;215.000;3.0;2.0;123.0;147.0;2.0;1.0;Not available;True;False;False;False;False;48
Fátima, Santarém;180.000;3.0;2.0;127.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;48,3
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;175.000;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;False;False;False;48,5
Lourosa, Aveiro;169.000;2.0;2.0;100.0;100.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;45,5
Costa da Caparica, Setúbal;179.000;1.0;1.0;56.0;58.0;;;Not available;True;False;True;True;True;46,6
Polo Universitário, Porto;245.000;1.0;1.0;40.0;;;;Not available;True;False;True;True;True;47
Pombal, Leiria;250.000;2.0;2.0;101.0;182.0;1.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;225.000;2.0;2.0;105.0;137.0;1.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;277.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;272.500;3.0;2.0;113.0;159.0;1.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;205.000;2.0;2.0;88.0;117.0;1.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;282.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;287.500;3.0;2.0;113.0;164.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;215.000;2.0;2.0;88.0;117.0;;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;330.000;3.0;2.0;115.0;219.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;330.000;3.0;2.0;113.0;216.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;325.000;3.0;2.0;113.0;213.0;2.0;;Not available;True;False;False;False;False;46,4
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;Under Consultation;2.0;2.0;90.0;120.0;1.0;4.0;Not available;False;True;True;True;False;44,8
Pombal, Leiria;315.000;3.0;2.0;118.0;219.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;287.500;3.0;2.0;115.0;166.0;;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;282.500;3.0;2.0;113.0;161.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;310.000;3.0;2.0;113.0;221.0;2.0;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;False;False;False;46,4
QUINTA DO BATATEIRO, Seixal;266.000;4.0;2.0;126.0;138.0;;;Not available;True;False;False;False;False;44,9
Corroios, Setúbal;199.000;2.0;1.0;81.0;90.0;0.0;3.0;Not available;True;False;True;True;False;46,6
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;120.000;0.0;1.0;26.0;28.0;;;Not available;True;True;True;True;False;44,8
Penafiel, Porto;162.500;2.0;1.0;138.0;106.0;;;Not available;True;False;True;True;True;47
Vila de Cucujães, Aveiro;140.000;3.0;2.0;120.0;169.0;1.0;;Not available;True;False;False;False;True;45,5
Odivelas, Lisboa;Under Consultation;2.0;1.0;80.0;100.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8
Vila do Conde, Porto;586.000;2.0;3.0;109.0;109.0;2.0;2.0;Not available;True;False;True;True;True;47
Castelo, Vila do Conde;378.000;1.0;2.0;69.0;69.0;1.0;2.0;Not available;True;False;False;False;False;45,7
Vila do Conde, Porto;884.000;3.0;4.0;154.0;154.0;2.0;2.0;Not available;True;False;True;True;True;47
Mafamude e Vilar do Paraíso, Porto;348.000;4.0;3.0;184.0;217.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;True;47
Laranjeiro e Feijó, Setúbal;220.000;3.0;2.0;90.0;130.0;;;Not available;True;False;True;True;False;46,6
Olaias, Lisboa;467.000;3.0;2.0;101.0;101.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8
Fânzeres e São Pedro da Cova, Porto;212.000;2.0;2.0;87.0;109.0;1.0;3.0;Not available;True;False;True;True;True;47
Fânzeres e São Pedro da Cova, Porto;208.000;2.0;2.0;87.0;109.0;1.0;1.0;Not available;True;False;True;True;True;47
Fânzeres e São Pedro da Cova, Porto;204.500;2.0;2.0;87.0;109.0;1.0;0.0;Not available;True;False;True;True;True;47
Seia, São Romão e Lapa dos Dinheiros, Guarda;67.000;3.0;2.0;145.0;152.0;;;Not available;True;False;False;False;False;49,6
Vila do Conde, Porto;581.000;2.0;3.0;109.0;109.0;2.0;1.0;Not available;True;False;True;True;True;47
Vila do Conde, Porto;836.000;3.0;4.0;154.0;154.0;2.0;1.0;Not available;True;False;True;True;True;47
Vila do Conde, Porto;516.000;2.0;3.0;109.0;109.0;2.0;0.0;Not available;True;False;True;True;True;47
Casal do Marco, Seixal;299.500;3.0;2.0;126.0;147.0;1.0;1.0;Not available;True;False;False;False;False;44,9
Vila do Conde, Porto;446.000;1.0;2.0;91.0;91.0;1.0;0.0;Not available;True;False;True;True;True;47
Alhos Vedros, Setúbal;152.000;2.0;1.0;74.0;85.0;;;Not available;True;False;True;True;False;46,6
Azurém, Braga;151.000;1.0;1.0;53.0;60.0;1.0;2.0;Not available;True;False;False;True;False;44,4
Vila do Conde, Porto;372.000;1.0;2.0;75.0;75.0;1.0;0.0;Not available;True;False;True;True;True;47
Pampilhosa, Mealhada;195.000;2.0;2.0;102.0;115.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;49,3
Torre da Marinha, Seixal;172.500;2.0;1.0;60.0;65.0;;;Not available;True;False;False;False;False;44,9
Centro Oliveira do Bairro, Oliveira do Bairro;105.000;1.0;1.0;45.0;52.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,1
Ferrel, Peniche;198.000;1.0;1.0;48.0;66.0;1.0;0.0;Not available;True;False;False;False;True;47,9
Valbom Zona 1, Gondomar;175.000;2.0;1.0;;;;;Not available;True;False;True;False;False;47,1
Pampilhosa, Mealhada;265.000;3.0;2.0;123.0;142.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;49,3
Olivais Sul, Lisboa;350.000;2.0;1.0;90.0;90.0;;;Not available;True;True;True;True;False;44,8
Vialonga, Lisboa;320.000;3.0;2.0;119.0;130.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8
Pampilhosa, Mealhada;195.000;3.0;3.0;132.0;151.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;49,3
Alto do Moinho, Seixal;149.900;2.0;1.0;70.0;82.0;;;Not available;True;False;False;False;False;44,9
Moncarapacho e Fuseta, Faro;257.000;2.0;2.0;74.0;92.0;1.0;1.0;Not available;True;False;False;False;True;45,7
Mateus, Vila Real;Under Consultation;3.0;2.0;120.0;134.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;48,5
Pampilhosa, Mealhada;175.000;2.0;2.0;102.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;49,3
Malveira - 8 Encantos, Mafra;375.000;4.0;3.0;168.0;188.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;43,8
Mafra Periferia, Mafra;315.000;2.0;1.0;100.0;122.0;;;Not available;True;False;False;False;False;43,8
Pampilhosa, Mealhada;195.000;3.0;2.0;123.0;142.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;49,3
Ajuda, Lisboa;398.000;2.0;1.0;;;;;Not available;True;True;True;True;False;44,8
Pampilhosa, Mealhada;195.000;3.0;3.0;132.0;151.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;49,3
Paços de Brandão, Aveiro;160.000;3.0;2.0;105.0;105.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;45,5
Pampilhosa, Mealhada;175.000;2.0;2.0;89.0;118.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;49,3
Areeiro, Loulé;290.000;3.0;2.0;115.0;125.0;;;Not available;True;False;False;False;False;46,9
Pampilhosa, Mealhada;195.000;3.0;2.0;121.0;142.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;49,3
Alhos Vedros, Setúbal;139.000;4.0;2.0;110.0;120.0;;;Not available;True;False;True;True;False;46,6
Campo dos Leões, Santarém;150.000;3.0;2.0;87.0;87.0;0.0;;Not available;True;False;False;False;False;48,3
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;60.000;4.0;1.0;81.0;81.0;;;Not available;True;False;False;False;False;52,8
Povoa de Santa Iria  e Forte da Casa, Vila Franca , Vila Franca de Xira;390.000;4.0;3.0;182.0;182.0;3.0;3.0;Energy Performance Certificate;False;False;False;False;False;44,1
Lumiar, Lisboa;249.000;2.0;2.0;55.0;55.0;;;Not available;True;True;True;True;False;44,8
Santa Maria Maior, Vila Real;120.000;2.0;2.0;95.0;111.0;;;Not available;True;False;False;False;False;48,5
ENTC - LIDL, Entroncamento;365.000;3.0;2.0;132.0;132.0;1.0;3.0;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;325.000;3.0;2.0;127.0;127.0;2.0;3.0;Not available;True;False;False;False;False;45,5
Nossa Senhora de Fátima, Santarém;335.000;3.0;2.0;127.0;127.0;1.0;3.0;Not available;True;False;False;False;False;48,3
ENTC - LIDL, Entroncamento;350.000;3.0;2.0;144.0;144.0;1.0;3.0;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;290.000;3.0;2.0;137.0;137.0;1.0;2.0;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;290.000;3.0;2.0;137.0;137.0;1.0;2.0;Not available;True;False;False;False;False;45,5
Pombal, Leiria;205.000;2.0;;;;;;Not available;True;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;270.000;3.0;2.0;129.0;129.0;1.0;2.0;Not available;True;False;False;False;False;45,5
Santa Marinha e São Pedro da Afurada, Porto;170.000;0.0;1.0;34.0;56.0;1.0;1.0;Not available;False;False;True;True;True;47
Pombal, Leiria;272.500;3.0;;;;;;Not available;True;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;280.000;3.0;2.0;129.0;129.0;1.0;2.0;Not available;True;False;False;False;False;45,5
Pombal, Leiria;230.000;2.0;2.0;105.0;137.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;46,4
Pombal, Leiria;240.000;2.0;2.0;101.0;180.0;1.0;0.0;Not available;True;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;285.000;3.0;2.0;147.0;147.0;;;Not available;True;False;False;False;False;45,5
Pombal, Leiria;275.000;3.0;2.0;118.0;177.0;2.0;0.0;Energy Performance Certificate;False;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;290.000;3.0;2.0;147.0;147.0;;;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;280.000;3.0;2.0;137.0;137.0;;;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;240.000;3.0;2.0;129.0;129.0;;;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;270.000;3.0;2.0;129.0;129.0;;;Not available;True;False;False;False;False;45,5
Guia, Faro;Under Consultation;2.0;2.0;87.0;104.0;;;Not available;True;False;False;False;True;45,7
Ermesinde, Porto;167.500;2.0;1.0;70.0;74.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Monte Gordo, Vila Real de Santo António;149.000;1.0;1.0;43.0;45.0;;;Not available;True;False;False;False;False;48,5
ENTC - LIDL, Entroncamento;275.000;3.0;2.0;147.0;147.0;;;Not available;True;False;False;False;False;45,5
Leiria, Pousos, Barreira e Cortes, Leiria;275.000;3.0;3.0;160.0;201.0;2.0;4.0;Energy Performance Certificate;False;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;280.000;3.0;2.0;147.0;147.0;;;Not available;True;False;False;False;False;45,5
Leiria, Pousos, Barreira e Cortes, Leiria;260.000;3.0;3.0;122.0;172.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,4
Leiria, Pousos, Barreira e Cortes, Leiria;257.000;3.0;3.0;122.0;164.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,4
Leiria, Pousos, Barreira e Cortes, Leiria;255.000;3.0;3.0;122.0;164.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,4
ENTC - LIDL, Entroncamento;260.000;3.0;2.0;126.0;126.0;;;Not available;True;False;False;False;False;45,5
ENTC - LIDL, Entroncamento;260.000;3.0;2.0;126.0;126.0;;;Not available;True;False;False;False;False;45,5
Alboi, Aveiro;235.000;1.0;2.0;52.0;;;;Not available;True;False;False;False;True;45,5
Parada de Todeia, Porto;Under Consultation;2.0;1.0;77.0;77.0;1.0;1.0;Not available;True;False;True;True;True;47
Ramalde, Porto;206.000;3.0;2.0;105.0;;;;Not available;True;False;True;True;True;47
ENTC - LIDL, Entroncamento;260.000;3.0;2.0;129.0;;;;Not available;True;False;False;False;False;45,5
Abrantes (São Vicente e São João) e Alferrarede, Santarém;Under Consultation;3.0;2.0;130.0;179.0;1.0;2.0;Not available;True;False;False;False;False;53,4
Peniche, Peniche;180.000;2.0;1.0;88.0;116.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;47,9
ENTC - LIDL, Entroncamento;275.000;3.0;2.0;147.0;147.0;1.0;0.0;Not available;True;False;False;False;False;45,5
Abrantes, Abrantes;165.000;3.0;2.0;137.0;202.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;53,4
